title,time,realLikeCount,duration,auth
只因一个特殊癖好，到40岁都没有对象 #快手影视计划  #影视快看计划 ,2021-11-01 16:31:31,202323,127840,一轩影视
尝试模仿一下#精灵旅社 #梅菲斯,2021-11-01 16:39:21,1200244,7300,小柔SeeU
"#宋玮 #宋大美 #宋玮榆树小伙
听说关注我的银儿，口才都一流",2021-11-01 17:07:26,282011,58316,宋玮【榆树小伙】
#香肠派对 教你怎样才能被官方踢出游戏,2021-11-01 17:13:04,88990,155066,别打信号枪
财阀少爷，整容后改名换姓，只为自己的复chou计划。 #韩剧解说  #韩剧推荐  ,2021-11-01 17:31:08,681309,171100,迦南Film
姐姐的闺蜜香香的#我姐是我妈  #母子日常  ,2021-11-01 18:08:39,114923,26700,雨亿彤
#爱媛带货王,2021-11-01 19:14:05,7078,27916,倩姐果园
刚睡醒 呆呆的 #紧身衣 #巴掌腰挑战 #即兴舞蹈,2021-11-01 22:31:30,554938,9843,熊大小姐
纸牌游戏，你能承受这种心理吗？ #影视解说 #人生逆转游戏,2021-11-02 00:07:59,150761,172016,66讲电影
珍爱生命，请勿闯红灯…,2021-11-02 07:05:45,59274,13240,小杰特效师
#剧情 #正能量 #保温杯,2021-11-02 08:58:47,5990,80250,强哥严选正能量
不同收入男人老婆穿丝袜 #搞笑 #夫妻 #婚姻,2021-11-02 11:03:35,163169,53000,道外大熊猫
#SNH48 #快手观星记 生日会就在本周六啦,2021-11-02 11:19:42,2518,20233,SNH48
手动抽油器，再也不用拿嘴吸了，家里车里备一个，方便好用,2021-11-02 12:01:30,15256,10516,小贝有好物
长相这个东西，有就行了！别猛的细看了，怪不好意思的～ #矢野浩二  #开心开心极了  #秋日唤星季 ,2021-11-02 12:37:43,197445,11400,矢野浩二
俄罗斯人的主食是什么？ #俄罗斯 #好物推荐 #好物分享,2021-11-02 14:44:10,1897,14966,俄国大宝贝
大家看这个 #彭于晏 仿妆成功吗😂 #杨迪,2021-11-02 15:16:23,167803,33533,杨迪
 @嘉宇（视频同款小店有）(O3xk2fc4re44wmue) 的精彩视频,2021-11-02 15:47:05,3497,12700,嘉宇（视频同款小店有）
咱也不知道这特效啥意思 #快手明星种草清单 最近要不要再播一场？你们想看什么？,2021-11-02 16:17:19,2673,11500,曹云金
今日愿望：每天都能抓到长沙市花#抓妹妹 #跳舞,2021-11-02 16:19:33,881610,129350,就叫阿銮
#星核玩家 #游戏,2021-11-02 16:57:42,25374,14633,猫王Cast
即便没有性别，也渴望爱与被爱 #快手娱乐星熠计划  #冬日影娱大作战 ,2021-11-02 18:38:11,35363,282400,小爱看大片
男人跟你发生关系后还能为你做到这些，这才是真爱，你遇到了吗@快手粉条(O3xhcy6vhfzcu3qe) @快手平台帐号(O3xa3cpv8sghbu8m) #情感 #家庭婚姻情感 #婚姻情感语录,2021-11-02 19:11:14,11221,100166,诗雨夜听《情感咨询》
这次尴尬了啊#学校 #内容过于真实,2021-11-02 19:44:19,366133,163833,瑜子耶（小瑜）
"比起物质，我们的生命中还有更重要的东西...
 #许愿神龙  #快手娱乐星熠计划  #冬日影娱大作战  @快手热点(O3xddgkd5fav5if9) ",2021-11-02 19:58:02,292007,178480,鸿宝影视剪辑
#快手有好货,2021-11-03 06:43:58,5400,22706,KFC爱缝补
#十一月你好 #kf94口罩 #口罩 @快手热点(O3xddgkd5fav5if9),2021-11-03 08:06:25,1070,21766,文荣荣好物
地名扫雷挑战，这也太好玩了吧！你还知道哪些带京的地名？ #南北笑点挑战赛  #笑点拯救计划  @快手喜剧(O3xryk7p3x8yp7n4) ,2021-11-03 10:29:33,340146,63600,爆笑大挑战
凌晨三点老板随心情才开门的铁板烧，只能在草丛里吃。,2021-11-03 11:02:00,485753,221216,痞幼
我是一个特别不爱发脾气的人😊 #杨雪11月7日直播 #快手明星种草清单 #快手116品质购物节,2021-11-03 11:20:58,616358,14333,杨雪
吵不散夫妻，生活少不了磕磕碰碰，互相包容.....#包容彼此  #生活有所期待  #兰州牛肉面  ,2021-11-03 11:30:00,27108,147241,大乐乐 ❣️
#夜视监控摄像头 #直接连接手机远程监控 #一台也是出厂价,2021-11-03 11:43:32,31945,17266,监控老王每天直播
第3集｜#微胖天花板  你相信一见钟情嘛,2021-11-03 12:09:49,96703,6266,鱼丸泥
用你们那夸女孩子方言怎么说,2021-11-03 15:17:31,97944,6633,Tt的66
变身诺亚拯救地球 #我的世界 #集结吧光合创作者 #游戏凡星计划,2021-11-03 15:30:11,102168,402233,橙砸大大大
在我眼里，平凡的你一直不平凡地闪闪发亮@潘三废❤️(O3xxjzihruhy8g6a),2021-11-03 18:08:17,1065339,209866,豆芽
你是最好的抱枕 #CSGO  #动画 ,2021-11-03 18:22:29,71901,8133,CSGO
今天给孩子做了一些酥脆的香蕉派，孩子很喜欢，这个派的秘诀就是一定要裹两边面包糠，特别酥脆，不费牙，又是愉快的一天,2021-11-03 21:20:13,110210,14833,食神来啦
 @从不家暴易烊千玺(O3x6rjm4rukcreig) 的精彩视频,2021-11-03 21:50:31,633523,8483,从不家暴易烊千玺
#快手观星记  和#熊二 跨次元掰头🤷‍♂️,2021-11-03 22:13:10,66943,11500,INTO1-伯远
菜没吃完，气饱了... #暖男先生 @郭冬临(O3xrvehu8rjvhxbs),2021-11-04 11:01:15,81839,22255,郭冬临·暖男先生
大学女生宿舍，带饭不给钱时…,2021-11-04 15:14:09,1072147,105438,周小闹
这才是赛罗的大招正确打开方式呀 #奥特曼 #搞笑,2021-11-04 16:58:02,300839,62066,九公子
爸爸妈妈和老婆，谁和自己没有血缘关系？,2021-11-04 17:45:49,198338,38366,baby肖瑶😘
我以为就我自己会呢,2021-11-04 17:53:55,858672,40066,钟奇钟奇
 @亮哥供货总仓(O3xn87zrsy8gipdi) 的精彩视频,2021-11-04 18:46:42,5174,178866,亮哥供货总仓
母羊生下一名羊头人身的小孩，父亲是谁 #快手娱乐星熠计划 #冬日影娱大作战 #快手荐片官,2021-11-04 20:09:21,19402,121666,视与觉讲电影
 #靳洁说法  #曰法三章  #律师  ,2021-11-04 20:21:28,453298,44833,靳洁律师
坦边顶点,2021-11-04 23:35:48,106711,6933,坦神黎明（17国服边路）
早上好 #你的女友已上线 #卡点 #变装,2021-11-05 08:31:15,167989,19933,杨柒·你的腿儿姐
不孝的人、你不配做人！ #李云朵诚信经营良心做人 # #李云朵携手同行传递爱 # #李云朵支持快手正能量,2021-11-05 10:51:18,581263,223366,李云朵优选
好久不见，今天是红色小丁 #早安 #英语,2021-11-05 11:19:32,641132,13400,被雅思逼疯的丁放
一个外卖店老板的失恋日记。,2021-11-05 11:45:14,626423,200183,痞幼
"竟然有人接  😳
 #快手观星记",2021-11-05 12:15:38,69957,7900,INTO1-高卿尘
你就说这给我气的吧，凭啥不给我打包！ #矢野浩二  #开心开心极了  #秋日唤星季 ,2021-11-05 12:26:15,213278,21983,矢野浩二
如何让小凯南破防？#峡谷王者局 #EDG晋级决赛加油,2021-11-05 12:57:38,16433,8566,kennenOvO
#性感韩舞 #LaSong  最后没劲了 😂,2021-11-05 15:04:15,30176,13066,☞小婷吖♛💫
 @把妹妹抱走😍(O3xdwagy7zuugyxi) 的精彩视频,2021-11-05 15:24:21,238061,9466,把妹妹抱走😍
人生如戏，戏如人生，猜不到的结局。   #猜一猜  #全都是套路  #亲子教育,2021-11-05 16:21:20,76003,7566,艺雷哥
杰瑞也会离开汤姆 #猫和老鼠,2021-11-05 17:03:13,618487,18916,Persist、杰瑞
成天的绝世神兵！ #快手漫动力 #二次元 #动漫,2021-11-05 17:07:54,1193916,91440,外卖仙人成天
识时务者为俊杰！ #搞笑 #猎杀时刻 #奇葩,2021-11-05 17:51:10,4071592,179100,＠记录不同的搞笑瞬间
#光合计划 @快手创作者中心(O3xrgtux2ehryffe),2021-11-05 17:57:26,57753,63900,默默～从心开始
我这么卷对吗？#健身 #快手观星记  #辰亦儒身材 ,2021-11-05 18:00:00,47385,17500,辰亦儒
【第2段】据说从胯下看可以分辨是人是鬼！ #快手电影解说  #恐怖电影 #宅家dou追剧,2021-11-05 18:12:04,176879,240333,影视剪辑【 洪 磊 】
职业选手化身老人扮猪吃老虎！这演技你打几分！#集结吧光合创作者,2021-11-05 19:29:00,229201,77033,篮球世界
是谁发明的这个组合？泡面香肠奶茶搭配简直一绝！ #秋日美食大赏 #测评,2021-11-05 19:34:50,258949,114366,青岛大姨爱测评
我只是单纯想上体育课，真的！！！ #快手漫动力  #动漫   #大王饶命,2021-11-05 19:38:04,714892,63400,大王饶命（动画短剧）
用一句话来证明，自己是老海王 @岑戈戈（破100W）(O3xb4z2mmecfje2g),2021-11-05 20:27:13,237217,7433,杨山山
#俪刻报导 #孙俪 秋冬主食怎么吃🤔杂粮根茎混搭起，红薯花式作法可还行🤓🤣,2021-11-05 21:10:37,618190,42080,孙俪工作室
燃烧自己照亮中国的山西，不该也不能被遗忘！ #山西 #快手小剧场 #剧星大赛,2021-11-05 21:36:57,572012,181920,南方姑娘·禹涵
小男孩在海边钓到一块破木头却招来杀身之祸，日本妖怪奇谭集 #快手娱乐星熠计划  #冬日影娱大作战  #惊悚恐怖 ,2021-11-05 22:22:11,87391,63200,豪妈说电影
给多少能带走,2021-11-06 05:08:55,178766,8333,小小《713》
灵感险中求 #画画 ,2021-11-06 09:10:00,318235,32907,马克油画
一派胡言 #暖男先生 @郭冬临(O3xrvehu8rjvhxbs),2021-11-06 11:00:36,32218,17317,郭冬临·暖男先生
光崽们的最初梦想 答应我一定要看到最后 #光遇,2021-11-06 11:00:38,298528,165100,桃不苦的游戏日常
#原产地好物节 #记录生活记录家乡特产 #海鲜美食诱惑你,2021-11-06 14:26:03,4827,61500,家达海鲜
论表白方式的重要性！,2021-11-06 17:02:32,136323,41983,张跃：多米电讯
文明遛狗，人人有责。,2021-11-06 17:37:51,41200,10680,小杰特效师
悄悄给你们看看我的手机相册吧！#梦寐以求定格照  #快手观星记 ,2021-11-06 17:44:35,29878,9716,于毅
差点给我整摔了🤣@可爱的小海龙：(O3xbavy7jzquejkk),2021-11-06 19:24:14,56341,11466,大爱💋丫头-
快来和海绵宝宝学画圆吧，我学会了 #海绵宝宝 #柳夜熙 #次元星企划,2021-11-06 20:12:02,237831,16533,语宸要做插画师
比还早两年的悬疑神作！ #电影解说,2021-11-06 20:22:49,13339,401800,小七探影
高端中长款皮毛一体外套🧥 #服饰宠粉节 #快手116品质购物节 #秋季时尚风潮 @快手时尚(O3xytr4pc7geqfzs) @快手粉条(O3xhcy6vhfzcu3qe) @快手光合作者助手(O3xxpf2m4brbf3pe),2021-11-07 10:21:01,11693,205833,六安市裕安修来服饰经营部
拍活佛济公的时候还有婴儿肥呢哈哈哈  #快手明星种草清单 #快手116品质购物节 #超强变身术,2021-11-07 12:29:53,75782,8933,杨雪
人生第一次测三级跳8.60还是很满意了 #三级跳 #冬训吃点苦开春猛如虎 @快手热点(O3xddgkd5fav5if9),2021-11-07 14:07:47,44998,8816,超级无敌究极牛批暴龙战士
你开心，修猫就开心。,2021-11-07 16:21:16,354194,6506,虛無貓貓
你们的城市下雪了吗？,2021-11-07 17:10:05,791911,15033,INTO1-刘宇
左下角小黄车妲己最新全能教学 绝对对你有所帮助看完你也可以像我一样随便穿墙秒人 #喝彩中国我的宝 #相信相信的力量 #北川破军流妲己,2021-11-07 17:23:18,126971,128400,王者荣耀北川（破军妲己）
一个男孩在海边钓出一块木疙瘩，没想到却招来了杀身之祸 @快手热点(O3xddgkd5fav5if9)  #快手放映厅  #我在快手追好剧 ,2021-11-07 18:32:17,220682,109683,大葱电影
红砖青砖水泥土墙外墙瓦房渗水潮湿，这样做一喷解决渗水 #防水 #外墙渗水返潮,2021-11-07 18:35:45,11124,15500,雨轩新型环保防水材料
想吃牛肉又怕塞牙，教你一个办法 #牛腩 #美食 #黄焖牛肉,2021-11-07 18:57:05,103650,53800,陈龙美食.
来俄罗斯最让我开心的事！ #俄罗斯 #好物推荐 #好物分享,2021-11-07 20:05:48,14759,17133,俄国大宝贝
一起和SNH48姜杉 撕破旁人杜撰的标签 #快手观星记  #SNH48虚构者手势舞,2021-11-07 21:00:00,74917,13360,SNH48
你告诉小张，小张到底差在哪了,2021-11-08 00:18:20,789635,7203,张  琳琳 🦋
爱情的价值… #暖男先生 @郭冬临(O3xrvehu8rjvhxbs),2021-11-08 11:02:04,30660,48381,郭冬临·暖男先生
iQOO手机光宗耀祖的模式开启后是真的很酷，不信你往下看#强劲增粉实力派,2021-11-08 14:41:52,175897,13840,iQOO官方直播间
"文案留给你们~ #反转  #家庭日常 #朝阳你蔡姨
 ",2021-11-08 15:27:42,77122,30433,朝阳你蔡姨
哇咔咔，挑战成功！你们也来试试看！#挑战6秒冬奥造句  #快手观星记 ,2021-11-08 17:44:33,65885,14469,于毅
#游戏里的骚操作 #沙雕游戏日常 ,2021-11-08 19:21:03,108868,101183,大表哥哟
生活唉声叹气 正好我傻里傻气,2021-11-08 19:24:47,106413,10166,小野猫🐱喵喵
制作史上最强回旋风火轮，你学会了吗？,2021-11-08 19:31:19,556459,25925,李里来了
快给你喝酒的朋友看哈哈哈哈哈 #酒后行为艺术家 @快手小管家(O3xakdjkhsi23pxw),2021-11-08 20:01:44,493904,16233,澈子去哪了
差点把这金钞给扔了…#黄金 #黄金回收 #外地可邮寄,2021-11-08 23:16:21,1244956,28333,cmj（黄金回收）
#我的家乡有特产 #新疆185纸皮核桃 #产地直发 @快手平台帐号(O3xa3cpv8sghbu8m),2021-11-09 01:12:06,11510,27594,汇泳新疆特产
消防安全，可不能南腔北调。  #安全 #快板表演,2021-11-09 10:30:39,289034,46655,冯巩
为什么？@郭冬临·暖男先生(O3xpmagmf9982kne),2021-11-09 10:59:06,43823,8775,郭冬临
没有吃过叫花鳄龟的双击❤️关注来我家一起吃。@海南鱼哥.718.(O3xay82xf9ac6v39) #乡村新美食 #菠萝蜜熟了 #口感特别好吃,2021-11-09 12:11:29,142278,161433,【海南鱼哥老婆】💏米兰
哎呦，看完你就知道该发给谁了，一定要把握住机会哦～ #矢野浩二  #开心开心极了  #秋日唤星季 ,2021-11-09 12:14:16,180824,12700,矢野浩二
#张继科 #卡点,2021-11-09 14:05:15,156479,7716,张继科
天儿越来越凉了，来活动活动 #快手舞蹈季,2021-11-09 14:17:26,2077325,44266,黄渤
#集结吧光合创作者 跟了几条街终于可以加好友了，但最后我放弃了！ #穷富 #今日迷惑行为,2021-11-09 14:31:35,79195,8966,杨大鑫呀🔥
咋就不行了，无语了！ #文玩核桃,2021-11-09 16:32:48,2586,192733,潘家园核桃王
#快手娱乐星熠计划 #冬日影娱大作战 ,2021-11-09 17:09:12,84859,150480,天乐说电影
#拒绝emo请你快乐 感谢快手官方✍每晚九点三十直播，双击10个作品直播时候必须签你名字。决不食言✍此广告长期有效。一天直播要写几百个名字，我就不信写不到你。 #设计签名 #集结吧光合创作者,2021-11-09 17:10:30,6145,8700,🔥清风签名🔥
福星归来，十连败结局竟然是这样！,2021-11-09 19:36:20,150082,268150,英雄联盟-棋王欧了
"社会险恶 远离戏精男人
#情侣日常 #恋爱日常",2021-11-09 21:04:10,620083,136700,越越睡不醒.
盘点一期周深的恐怖歌曲，我相信大多数的人都不敢听完 ，视频时长4分13秒，请做好心理准备 #宝藏音乐 #音乐推荐,2021-11-10 10:54:52,814623,254150,宝藏音乐~
一次蒙成功 哈哈 #张继科,2021-11-10 11:04:44,280303,29650,张继科
强森：你礼貌吗？    #丛林奇航    #冬日影娱大作战  #快手娱乐星熠计划   @快手热点(O3xddgkd5fav5if9) ,2021-11-10 12:25:02,159478,77483,太南影视
#中国弹弓文化走像世界 #匠人精神 #手工制作虎式撑头弹弓@我是弓作狂(O3xbgu4nai4r2rcm),2021-11-10 15:14:31,1491,207033,震虎弓艺
#集结吧光合创作者 恩爱甜蜜小夫妻，被隔壁 #快手放映室 @快手热点(O3xddgkd5fav5if9)  变态老头盯上,2021-11-10 17:31:57,126711,110300,无二电影
生儿育女为防老，如果我们长大，父母依旧辛苦，那我们长大又有什么意义呢？ #快手短剧MCN影响力大赛  #进击的追剧人  #剧星大赛 ,2021-11-10 19:25:13,81430,275516,皮蛋【黑蛋联盟】
"我们慢慢老了，
孩子们也都慢慢长大了，
大家还记得这首歌吗？
 #家有儿女 #高亚麟 #快手观星记",2021-11-10 22:47:47,3480440,19133,高亚麟
你对我的那个点感情狗见了都摇头 #日常穿搭 #百褶裙,2021-11-10 22:50:39,108346,11433,恋涵癖
诶~这可怎么办，人生好难哦~#情感共鸣 #搞笑视频 #朝阳你蔡姨  ,2021-11-11 09:00:00,24166,58100,朝阳你蔡姨
这家一定很好吃...@郭冬临·暖男先生(O3xpmagmf9982kne),2021-11-11 10:59:22,28403,13313,郭冬临
见家长哪有这么凑巧的哇,2021-11-11 11:30:00,457229,126866,甜蜜老张
⚡️卫衣更丝滑？哈哈哈#卡点运球 #平常心突袭校园,2021-11-11 13:24:48,77927,13433,平常心-myd
定格滤镜能有多离谱，哈哈哈，咋也不知道最后是个啥,2021-11-11 14:16:43,320586,15382,小影娱乐
遇到欲子第三天 #剧情 #情侣 #搞笑,2021-11-11 17:45:13,251679,54283,老实人张张。
大家好，我是李雪琴，一个没有感情的减压神器 … ,2021-11-11 18:00:00,26941,22814,李雪琴
精神小伙摇起来~ #快手漫动力  #穿越变装 ,2021-11-11 18:05:00,65465,10125,神居动漫の大班班
人间自有真情在，把力所能及的爱献给每一个需要你的人。,2021-11-11 19:41:14,265985,155566,巴掌哥
#男人的玩具 #测评,2021-11-11 20:52:07,30678,12733,🔥菲雪表弟🔥
#斛珠夫人 能文能武海市小公子,2021-11-11 21:24:42,307571,31120,杨幂
 @谢广坤(O3xdk9w3pcrfwx54) 的精彩视频,2021-11-12 09:35:21,108134,40133,谢广坤
谁发明这款儿童过家家84件套才29.9 ，太绝了，我做家务回来他还在玩，真便宜，我终于解放了 🤟#中西餐早点过家家,2021-11-12 12:26:20,12065,7600,冰冰推荐好物
 @张小胖（你笑起来真好看）(O3x3yp6tt2vyrng4) 的精彩视频,2021-11-12 17:10:37,7030,9616,张小胖（你笑起来真好看）
我的脖子好短呦～😅可是 #长颈鹿 真的好温柔，脖子的皮毛像她的个性一样柔软～ #定格美好瞬间 🦒 #南半球与北海道,2021-11-12 20:27:15,7140,12100,赵奕欢Chloe
